['', 'Yizeng Li', 'Update documentation']
['Boris Valit', 'Van', "Merge branch 'develop' of https://github.com/T4R2S/jekabot into develop"]
['Van', 'Boris Valit', "Merge branch 'develop' of https://github.com/T4R2S/jekabot into develop"]
['Alex Mackey', 'alxmke', 'server backup']
['alxmke', 'Alex Mackey', 'server backup']
['Alex Trottier', 'postables', "Merge branch 'master' into ens"]
['joel-becker', 'domrussel', 'Added line on Project 2 to README.md']
['Rob J Hyndman', 'Sayani Gupta', 'Added Alex as contributor']
['unknown', 'Alex1497', "Merge branch 'develop' into USV16-50"]
['Jordan Carter', 'AlexDyre', "Merge branch 'sprint2-staging' into sprint2-special-abilities"]
['AlexY', 'Samuel Tian', 'Initial commit']
['Alexander', 'oleksandr.svyrydenko', "Merge branch 'master' of https://github.com/AlexS98/CSharp_Advanced"]
['Sergei Shtykov', 'alesapin', "Merge branch 'master' of github.com:ClickHouse/ClickHouse"]
['Fabian Hueske', '云邪', 'Rebuild website']
['Fabian Hueske', '云邪', 'Rebuild website']
['Fabian Hueske', 'Tzu-Li (Gordon) Tai', 'Rebuild website']
['Fabian Hueske', '云邪', 'Rebuild website']
['Fabian Hueske', 'sunjincheng121', 'Rebuild website']
['云邪', 'Tzu-Li (Gordon) Tai', 'Rebuild website']
['云邪', 'sunjincheng121', 'Rebuild website']
['云邪', 'Tzu-Li (Gordon) Tai', 'Rebuild website']
['云邪', 'sunjincheng121', 'Rebuild website']
['Tzu-Li (Gordon) Tai', '云邪', 'Rebuild website']
['Tzu-Li (Gordon) Tai', 'sunjincheng121', 'Rebuild website']
['云邪', 'sunjincheng121', 'Rebuild website']
['Pavel', 'loktev', "Merge branch 'master' of https://github.com/Khmelov/JD2019-10-14"]
['Pavel', 'loktev', "Merge branch 'master' of https://github.com/Khmelov/JD2019-10-14"]
['loktev', 'Pavel', "Merge branch 'master' of https://github.com/Khmelov/JD2019-10-14"]
['Alexander T', 'Alexander', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander T', 'Alexander', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander', 'Alexander T', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander', 'Alexander T', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander', 'Alexander T', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander T', 'Alexander', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander T', 'Alexander', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander', 'Alexander T', "Merge branch 'master' of https://github.com/Microsoft/TypeScript into bug/24542-bad-error-message-for-import-ing-an-export"]
['Alexander Tratsevskiy', 'Трацевский Александр', 'Обновлены маски']
['Alexander Tratsevskiy', 'Трацевский Александр', 'Обновлены маски']
['Alexander Tratsevskiy', 'Трацевский Александр', 'Обновлены маски']
['Alexander Tratsevskiy', 'Трацевский Александр', 'Обновлены маски']
['Alexander Veselov', 'vseselov', "Merge branch 'master' of github.com:spryker/spryker into improvement/cms-1864-improve-banner-validation"]
['Alexander Wester', 'H3nx', "Merge branch 'dev' into HF/textureFlicker"]
['Yoann Bettinelli', 'YoDarcoDev', "Merge branch 'master' into card-review"]
['Alexandre Caulier', 'Garvys', 'Test pseudo']
['Alexandre Pachot', 'José Ignacio Delgado', "Merge branch 'master' of https://github.com/projet-web-Maisonneuve/vino"]
['Alexandre Pachot', 'José Ignacio Delgado', "Merge branch 'master' of https://github.com/projet-web-Maisonneuve/vino"]
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['AlexandreBear', 'alexandrebear', 'resolved conflicts']
['Alexandru Ionut Budisteanu', 'IonutAlexandruPanait', "Merge remote-tracking branch 'origin/master'"]
['Alexis DUCERF', 'ngauv sylvie', 'Update README.md']
['AlexisHarvey', 'Maxime', "Merge remote-tracking branch 'origin/master'"]
['AlexisHarvey', 'Tommy', "Merge remote-tracking branch 'origin/master'"]
['AlexisHarvey', 'Maxime', "Merge remote-tracking branch 'origin/master'"]
['Maxime', 'Tommy', "Merge remote-tracking branch 'origin/master'"]
['Tommy', 'Maxime', "Merge remote-tracking branch 'origin/master'"]
['Maxime', 'AlexisHarvey', "Merge remote-tracking branch 'origin/master'"]
['Maxime', 'AlexisHarvey', "Merge remote-tracking branch 'origin/master'"]
['Alfio Lazzaro', 'alazzaro', "Merge branch 'master' into develop"]
['Alhaziel', 'greko17', "Merge branch 'master' of https://github.com/kodiondemand/addon"]
['Markus Reiter', 'BrewTestBot', '01_bug_report.md: update to match main repo']
['Markus Reiter', 'BrewTestBot', 'Dockerfile: update to match main repo']
['Markus Reiter', 'BrewTestBot', 'automerge.rb: update to match main repo']
['Markus Reiter', 'BrewTestBot', 'git_diff_extensions.rb: update to match main repo']
['Ali Reza', 'Lucia Widyana', "Merge remote-tracking branch 'upstream/dev' into dev"]
['AliaksandrHaurylenka', 'Aliaksandr Haurylenka', 'asd']
['AliaksandrHaurylenka', 'Aliaksandr Haurylenka', 'asd']
['Aliaksandr Haurylenka', 'AliaksandrHaurylenka', 'asd']
['fmanteca', 'Lorenzo Viliani', "Merge branch 'master' of github.com:latinos/PlotsConfigurations"]
['Allae Ddine Lemtiri', 'Louis', "Merge remote-tracking branch 'origin/sprint4' into sprint4"]
['Allae Ddine Lemtiri', 'Louis', "Merge remote-tracking branch 'origin/sprint4' into sprint4"]
['Allae Ddine Lemtiri', 'Louis', "Merge remote-tracking branch 'origin/sprint4' into sprint4"]
['Allae Ddine Lemtiri', 'Louis', "Merge remote-tracking branch 'origin/sprint4' into sprint4"]
['Allan Nordhøy', 'Westminboy', 'Translated using Weblate (English)\n\nCurrently translated at 100.0% (471 of 471 strings)']
['Allan Nordhøy', 'Westminboy', 'Translated using Weblate (English)\n\nCurrently translated at 100.0% (471 of 471 strings)']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['zhangtao25', 'Allen Zhang', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', '.']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Allen Zhang', 'zhangtao25', 'upd']
['Ally', 'treborsantiago', "Merge branch 'feature/0000/student-coc-updates' of https://github.com/AusDVA/myservice-prototype into feature/0000/student-coc-updates"]
['Allysson Santos', 'allyssonsantos', 'Continue component library post']
['allyssonsantos', 'Allysson Santos', 'Continue component library post']
['Almog Gavra', 'Sergio Peña', "Merge branch '5.2.x'"]
['Almog Gavra', 'Sergio Peña', "Merge branch '5.2.x'"]
['ajeyprasand', 'shaekhjamal', 'added my name']
['Alvaro Freitas Moreira', 'Alvaro', 'com fixex na MM-4']
['AmaiaAretxalde', 'eneritz5', 'dia 9']
['AmaiaAretxalde', 'eneritz5', 'dia 9']
['Amal', 'Anders Wiberg Olsen', "Merge branch 'master' into feature/ListSensorsFromModcamApi"]
['Amal', 'Anders Wiberg Olsen', "Merge branch 'master' into feature/ListSensorsFromModcamApi"]
['Ambro17', 'Ambro', 'Add logo']
['Amelles', 'vladharagea', "Merge branch 'master' of github.com:ashokdudhat/testing_conflicts"]
['Amelles', 'casinca4', "Merge branch 'master' of github.com:ashokdudhat/testing_conflicts"]
['Amelles', 'casinca4', "Merge branch 'master' of github.com:ashokdudhat/testing_conflicts"]
['vladharagea', 'casinca4', "Merge branch 'master' of github.com:ashokdudhat/testing_conflicts"]
['vladharagea', 'casinca4', "Merge branch 'master' of github.com:ashokdudhat/testing_conflicts"]
['rouseguy', 'Raghotham S', 'Retraining last layers of base model']
['Sara Carvalho', 'Guida', 'added samples']
['Ricardo Zorzal Davila', 'Rahul Kumar', 'Update technologies.js']
['Emilia Friedberg', 'Anathomical', "Merge branch 'develop' into feature/lessons/create-deploy-script"]
['Virpik', 'Alexandr Kravchenkov', "Merge branch 'master' into development"]
['Alexandr Kravchenkov', 'Alexander Filimonov', "Merge branch 'master' into add-reload-completion"]
['Maxim Pimenov', 'Maksim Andrianov', 'Review fixes.']
['Maksim Andrianov', 'Maxim Pimenov', 'Review fixes.']
['WARAKORN CHANTRANUPONG', 'Anawat Paothong', 'pull']
['Gonçalo Morais', 'Devan', 'Update README.md']
['Gonçalo Morais', 'Stavros Skamagkis', 'Update README.md']
['Gonçalo Morais', 'Stavros Skamagkis', 'Update README.md']
['Devan', 'Stavros Skamagkis', 'Update README.md']
['Devan', 'Stavros Skamagkis', 'Update README.md']
['Anderson Sequera', 'andseq', 'Makefile adjustments']
['Andre Wallat', 'André Wallat', "Merge branch 'master' into develop"]
['Andrea Fercia', 'IreneStr', "Merge branch 'trunk' into 469-identify-fields-input-validation-error"]
['OCA Git Bot', 'OCA-git-bot', '[UPD] README.rst']
['OCA Git Bot', 'OCA-git-bot', '[UPD] README.rst']
['OCA Git Bot', 'OCA-git-bot', '[UPD] README.rst']
['Andreas Bergman', 'Winsvold', "Merge branch 'master' into styling-avansertsok"]
['Andreas Bergman', 'Winsvold', "Merge branch 'master' into OPP-972-ie-designbugs"]
['Andreas Bergman', 'Winsvold', "Merge branch 'master' into OPP-972-ie-designbugs"]
['Paul L. McNeely', 'Michael Cullum', "Merge branch 'master' into moveToComposerDeployment"]
['Andreas Kosmowicz', 'Bajram Emini', 'Update composer.json']
['Andreas Kosmowicz', 'Bajram Emini', 'Update composer.json']
['mokaddem', 'iglocska', "Merge branch '2.4' of github.com:MISP/MISP into 2.4"]
['Allan Nordhøy', 'Mesut Akcan', 'Translated using Weblate (English)\n\nCurrently translated at 100.0% (85 of 85 strings)\n\nTranslation: G-Droid/Translations\nTranslate-URL: https://hosted.weblate.org/projects/g-droid/translations/en/']
['Andrei', 'cosmin_bucur', 'test commit']
['Andrei Ozerov', 'Joe Topjian', 'Update CHANGELOG.md']
['Monica Olanescu - (p)', 'Andrei Sabu - (p)', 'refactoring']
['Monica Olanescu - (p)', 'Andrei Sabu - (p)', 'refactoring']
['Monica Olanescu - (p)', 'Andrei Sabu - (p)', 'refactoring']
['Monica Olanescu - (p)', 'Andrei Sabu - (p)', 'refactoring']
['Andrei', 'Andrei Tudor', "Merge branch 'alpha' of https://github.com/senti-platform/senti-console into alpha"]
['Andrei', 'Andrei Tudor', "Merge branch 'alpha' of https://github.com/senti-platform/senti-console into alpha"]
['Andrei', 'Andrei Tudor', "Merge branch 'alpha' of https://github.com/senti-platform/senti-console into alpha"]
['Andreina Cota', 'andycotvy', 'fix of some bugs']
['Andres', 'Elisana', 'Update README.md']
['Andres', 'fermichels', 'Update README.md']
['Elisana', 'fermichels', 'Update README.md']
['Oscar Duarte', 'Andres', "Merge branch 'master' into master"]
['Oscar Duarte', 'Andres', "Merge branch 'master' into master"]
['Oscar Duarte', 'LuisEnriqueArias', "Merge branch 'master' into master"]
['Andres', 'LuisEnriqueArias', "Merge branch 'master' into master"]
['Andres', 'LuisEnriqueArias', "Merge branch 'master' into master"]
['Ken Withee', 'Chris Davis', "Merge branch 'master' into patch-77"]
['Ken Withee', 'Chris Davis', "Merge branch 'master' into patch-77"]
['VLG17', 'Andrea Barr', "Merge branch 'master' into patch-13"]
['Sebastian Amariles', 'AndresFVR', "Merge branch 'staging' of https://github.com/CCAFS/MARLO into staging"]
['kelvinbdotcom', 'Andrew', "Merge branch 'dev' of https://github.com/tyrosden/tyrosden-portfolio-static-html into dev"]
['Andrew Adams', 'Steven Johnson', "Merge branch 'master' into cuda_sticky_allocator"]
['Michael Skarbek', 'Niiiick Bonilla', "Merge branch 'master' into nbon12-patch-documentation-1"]
['Michael Skarbek', 'Andrew Berglund', "Merge branch 'master' into nbon12-patch-documentation-1"]
['Niiiick Bonilla', 'Andrew Berglund', "Merge branch 'master' into nbon12-patch-documentation-1"]
['Monali Chandurkar', 'Edward Mara', 'pull from development']
['AndrewLister-STFC', 'Michael Wathen', "Merge branch 'master' into 222-first_column_too_long"]
['Denis Hernandez', 'Andrew Nowak', "Merge branch 'latest' into fps-rcp-storybook-data"]
['Denis Hernandez', 'Andrew Nowak', "Merge branch 'latest' into fps-rcp-storybook-data"]
['Denis Hernandez', 'Benjamin Hobbs', "Merge branch 'latest' into fps-rcp-storybook-data"]
['Andrew Nowak', 'Benjamin Hobbs', "Merge branch 'latest' into fps-rcp-storybook-data"]
['Andrew Nowak', 'Benjamin Hobbs', "Merge branch 'latest' into fps-rcp-storybook-data"]
['Andrew Silke', 'David Sparrow', 'Maya color picker now returns colors in rgb 255 and float values']
['Andrew Telnov', 'Dmitry Kuzin (DevExpress)', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Andrew Telnov', 'Dmitry', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Andrew Telnov', 'Dmitry Kuzin (DevExpress)', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Dmitry Kuzin (DevExpress)', 'Dmitry', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Dmitry Kuzin (DevExpress)', 'Andrew Telnov', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Dmitry', 'Dmitry Kuzin (DevExpress)', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Dmitry', 'Andrew Telnov', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Dmitry Kuzin (DevExpress)', 'Andrew Telnov', "Merge branch 'master' of https://github.com/surveyjs/survey-library"]
['Vasily Strelyaev', 'testcafe-build-bot', 'Update v1.1.1 Changelog']
['Vasily Strelyaev', 'testcafe-build-bot', 'Update v1.1.1 Changelog']
['Andrey Belym', 'testcafe-build-bot', 'Changelog for v1.1.1']
['Andrey Belym', 'testcafe-build-bot', 'Changelog for v1.1.1']
['Andrey Konovalov', 'Greg Kroah-Hartman', 'Re: Exporting USB device ids from the kernel']
['andriyShch', 'Stanislav Idolov', "Merge branch 'develop' into github-89"]
['Gunnstein Lye', 'André R', "Merge branch '2.5'"]
['Gunnstein Lye', 'André R', "Merge branch '2.5'"]
['András Rozner', 'andrro2', "Merge branch 'develop' into feature_save_data_to_csv"]
['Sakala Venkata Krishna Rohit', 'Vlad Iovanov', "Merge branch 'master' into rohit/extended-pvc"]
['Sakala Venkata Krishna Rohit', 'Vlad Iovanov', "Merge branch 'master' into rohit/extended-pvc"]
['Vlad Iovanov', 'Sakala Venkata Krishna Rohit', "Merge branch 'master' into rohit/extended-pvc"]
['Sakala Venkata Krishna Rohit', 'Vlad Iovanov', "Merge branch 'master' into rohit/addexample"]
['Sakala Venkata Krishna Rohit', 'Vlad Iovanov', "Merge branch 'master' into rohit/addexample"]
['Andrés K. Valenzuela', 'Andrés Valenzuela', 'Address reviewer comments.']
['Andy', 'ninezerozeronine', 'Add microcode notes']
['Alessandro De Noia', 'Richard Tier', "Merge branch 'master' into fix/TOR-1-do-not-use-draft-token-for-components"]
['Andy Coates', 'Victoria Xia', "Merge branch '5.1.x' into 5.2.x"]
['rodesai', 'Jim Galasyn', "Merge branch '5.2.x'"]
['Jonnel Benjamin', 'Socjon', 'Update README.md']
['Andy Lam', 'halfwhole', 'Update README.adoc']
['Andy Lam', 'halfwhole', 'Update README.adoc']
['Andy Li', 'andy l', 'add dropdown']
['Andy Shevchenko', 'Ard Biesheuvel', 'Re: [PATCH] efi/earlycon: Fix write-combine mapping on x86']
['Kévin Kib', 'SkydeFR', "Merge branch 'master' of https://github.com/SkydeFR/WSC-Event_Client"]
['SkydeFR', 'Kévin Kib', "Merge branch 'master' of https://github.com/SkydeFR/WSC-Event_Client"]
['SkydeFR', 'Kévin Kib', "Merge branch 'master' of https://github.com/SkydeFR/WSC-Event_Client"]
['Leonardo Luna', 'Angel Herrera Medina', "Merge branch 'feature/MigrateWithOutFirebase' of https://github.com/fulminex/pahis into feature/MigrateWithOutFirebase"]
['elenaOrtega', 'Inês Oliveira', 'fix conflicts']
['Angéline', 'Alexandre ROBIN', "Merge branch 'dev' into feature/map"]
['Anh Dung Bui', 'Dung Bui', 'refactor']
['Anh Dung Bui', 'Dung Bui', 'refactor']
['Anh Dung Bui', 'Dung Bui', 'refactor']
['Anh Dung Bui', 'Dung Bui', 'refactor']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['Anick Saha', 'ojasbn', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['ojasbn', 'Anick Saha', 'Update ideas.md']
['Anick Saha', 'ojasbn', 'Update 1. proposal-report.md']
['Anick Saha', 'ojasbn', 'Update 1. proposal-report.md']
['Anick Saha', 'ojasbn', 'Update 1. proposal-report.md']
['Jan Petto', 'Edgxxar', "Merge branch 'master' into algoritmMerge"]
['Zhuozhao Li', 'Anna Woodard', "Merge branch 'master' into log-app-args-#848"]
['Lana Chin', 'Thomas Raya', "Merge branch 'master' into v-lanac-policy-packages-GA"]
['Anthony Denis Frawley', 'Jin Huang', "Merge branch 'move_init_vertexing' of github.com:adfrawley/coresoftware into move_init_vertexing"]
